candidate_id,file,function,error_line,candidate_type,severity,evidence_level,evidence_score,historical_fix_ids,fixed_versions,matched_protocol_ids,required_actions,has_exception_hints,exception_hints,released_by_wrapper_possible,ownership_transfer_possible,manual_verdict,manual_confidence,manual_review_source,manual_confirmed_exception,manual_exception_type,manual_score_adjustment,manual_reason,manual_next_action,manual_validation_hint,score_explanation,missing_evidence,final_return_expr
candidate_f3bf489496ed,fs/ext4/fast_commit.c,ext4_fc_replay_add_range,1819,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_7fb6f5389cec,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,1862,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_ffec52cad42c,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,1873,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_9c191269f23a,fs/ext4/fast_commit.c,ext4_fc_replay_del_range,1890,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_e99672f2009b,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1542,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_41b034187f74,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1548,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_265190733128,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1574,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_d50479b0e5bd,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1577,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_60ab69805414,fs/ext4/fast_commit.c,ext4_fc_replay_inode,1580,error_swallowed,P1,E0_STATIC_RULE_ONLY,50,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20"", ""error_swallowed final return 0 +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",0
candidate_3217f0ff3ae4,fs/ext4/ialloc.c,__ext4_new_inode,1125,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,45,,,"[""journal.ext4_journal_start.stop""]","[""ext4_journal_stop""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""journal_handle"", ""resource_expr"": ""handle"", ""line"": 1124, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_handle_dirty_metadata(handle, NULL, inode_bitmap_bh)"", ""protocol_id"": ""journal.ext4_journal_start.stop""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P1 severity +20"", ""journal or lock protocol violation with exception hints +5""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(err)
candidate_670436be1ab8,fs/ext4/ialloc.c,__ext4_new_inode,1133,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,45,,,"[""journal.ext4_journal_start.stop""]","[""ext4_journal_stop""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""journal_handle"", ""resource_expr"": ""handle"", ""line"": 1124, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_handle_dirty_metadata(handle, NULL, inode_bitmap_bh)"", ""protocol_id"": ""journal.ext4_journal_start.stop""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P1 severity +20"", ""journal or lock protocol violation with exception hints +5""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(err)
candidate_101776b5ca31,fs/ext4/ialloc.c,__ext4_new_inode,1144,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,45,,,"[""journal.ext4_journal_start.stop""]","[""ext4_journal_stop""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""journal_handle"", ""resource_expr"": ""handle"", ""line"": 1124, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_handle_dirty_metadata(handle, NULL, inode_bitmap_bh)"", ""protocol_id"": ""journal.ext4_journal_start.stop""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P1 severity +20"", ""journal or lock protocol violation with exception hints +5""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(err)
candidate_0cc5f9380e13,fs/ext4/ialloc.c,__ext4_new_inode,1151,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,45,,,"[""journal.ext4_journal_start.stop""]","[""ext4_journal_stop""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""journal_handle"", ""resource_expr"": ""handle"", ""line"": 1124, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_handle_dirty_metadata(handle, NULL, inode_bitmap_bh)"", ""protocol_id"": ""journal.ext4_journal_start.stop""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P1 severity +20"", ""journal or lock protocol violation with exception hints +5""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(err)
candidate_d24b7abbeedc,fs/ext4/ialloc.c,__ext4_new_inode,1173,missing_cleanup,P1,E2_API_PROTOCOL_SUPPORTED,45,,,"[""journal.ext4_journal_start.stop""]","[""ext4_journal_stop""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""journal_handle"", ""resource_expr"": ""handle"", ""line"": 1124, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_handle_dirty_metadata(handle, NULL, inode_bitmap_bh)"", ""protocol_id"": ""journal.ext4_journal_start.stop""}, {""type"": ""ownership_transferred"", ""resource_kind"": ""journal_handle"", ""resource_expr"": ""handle"", ""line"": 1158, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_handle_dirty_metadata(handle, NULL, block_bitmap_bh)"", ""protocol_id"": ""journal.ext4_journal_start.stop""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P1 severity +20"", ""journal or lock protocol violation with exception hints +5""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ERR_PTR(err)
candidate_65d848d5f1fd,fs/ext4/orphan.c,ext4_init_orphan_info,610,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,33,,,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""oi->of_binfo[i].ob_bh"", ""line"": 609, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_orphan_block_tail(sb, oi->of_binfo[i].ob_bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_02ee93edfc17,fs/ext4/orphan.c,ext4_init_orphan_info,610,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,33,,,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""oi->of_binfo[i].ob_bh"", ""line"": 609, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_orphan_block_tail(sb, oi->of_binfo[i].ob_bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_f3e8e44a00d3,fs/ext4/orphan.c,ext4_init_orphan_info,615,missing_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,33,,,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""oi->of_binfo[i].ob_bh"", ""line"": 609, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_orphan_block_tail(sb, oi->of_binfo[i].ob_bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_def03dceca5d,fs/ext4/orphan.c,ext4_init_orphan_info,615,partial_cleanup,P2,E2_API_PROTOCOL_SUPPORTED,33,,,"[""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""]","[""brelse""]",true,"[{""type"": ""ownership_transferred"", ""resource_kind"": ""buffer_head"", ""resource_expr"": ""oi->of_binfo[i].ob_bh"", ""line"": 609, ""reason"": ""resource appears in a call before the error path"", ""confidence"": ""low"", ""call"": ""ext4_orphan_block_tail(sb, oi->of_binfo[i].ob_bh)"", ""protocol_id"": ""buffer_head.sb_bread.bread.ext4_bread.ext4_getblk.brelse""}]",false,true,,,,,,0,,,,"[""E0 static rule base +10"", ""E2 API protocol support with exception hints +10"", ""P2 severity +10"", ""buffer_head or memory protocol violation with exception hints +3""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",ret
candidate_4c72269f064d,fs/ext4/xattr.c,ext4_expand_extra_isize_ea,2837,stale_error_after_retry,P1,E0_STATIC_RULE_ONLY,30,,,[],[],false,[],false,false,,,,,,0,,,,"[""E0 static rule base +10"", ""P1 severity +20""]","[""repair_patch"", ""dynamic_validation"", ""upstream_confirmation""]",error
