linux_git_commit,linux_git_tag,file,function,function_start_line,function_end_line,path_id,error_line,condition,condition_type,error_var,error_source_expr,exit_type,target_label,cleanup_calls,final_return_expr,held_resources,missing_cleanup_candidates,confidence,reason
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_acl_to_disk,87,137,ext4_acl_to_disk#001,100,!ext_acl,null_check,ext_acl,kmalloc(sizeof(ext4_acl_header) + acl->a_count *,return,,[],ERR_PTR(-ENOMEM),[],[],high,ERR_PTR return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_get_acl,139,181,ext4_get_acl#001,152,rcu,state_or_validation_error,rcu,function_parameter,return,,[],ERR_PTR(-ECHILD),[],[],medium,ERR_PTR return under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_get_acl,139,181,ext4_get_acl#002,168,!value,null_check,value,"kmalloc(retval, GFP_NOFS)",return,,[],ERR_PTR(-ENOMEM),[],[],high,ERR_PTR return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,__ext4_set_acl,183,225,__ext4_set_acl#002,213,IS_ERR(value),err_ptr_check,value,"ext4_acl_to_disk(acl, &size)",return,,[],(int)PTR_ERR(value),[],[],high,return (int)PTR_ERR(value) under err_ptr_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,__ext4_set_acl,183,225,__ext4_set_acl#003,209,,negative_errno_return,unknown,unknown,return,,[],-EINVAL,[],[],high,direct negative_errno_return
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_set_acl,227,270,ext4_set_acl#001,239,error,ret_nonzero,error,dquot_initialize(inode),return,,[],error,[],[],high,return error under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_set_acl,227,270,ext4_set_acl#002,244,error,ret_nonzero,error,"ext4_xattr_set_credits(inode, acl_size, false /* is_create */,",return,,[],error,[],[],high,return error under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_set_acl,227,270,ext4_set_acl#003,248,IS_ERR(handle),err_ptr_check,handle,"ext4_journal_start(inode, EXT4_HT_XATTR, credits)",return,,[],PTR_ERR(handle),[],[],high,PTR_ERR propagation under err_ptr_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_set_acl,227,270,ext4_set_acl#004,253,error,ret_nonzero,error,"posix_acl_update_mode(idmap, inode, &mode, &acl)",goto,out_stop,"[""ext4_journal_stop(handle)"", ""ext4_should_retry_alloc(inode->i_sb, &retries)""]",unknown,"[{""var"": ""handle"", ""acquire_func"": ""ext4_journal_start"", ""resource_type"": ""journal_handle"", ""release_functions"": [""ext4_journal_stop""], ""acquire_line"": 247, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto out_stop under ret_nonzero condition, final return unknown; label chain forms a control-flow cycle; resource handle acquired by ext4_journal_start before path, released by ext4_journal_stop(handle) in out_stop label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_set_acl,227,270,ext4_set_acl#005,267,"error == -ENOSPC && ext4_should_retry_alloc(inode->i_sb, &retries)",unknown_error_like,error,"ext4_mark_inode_dirty(handle, inode)",goto,retry,[],error,[],[],medium,"goto retry under unknown_error_like condition, final return error; resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/acl.c,ext4_init_acl,272,304,ext4_init_acl#001,285,error,ret_nonzero,error,"posix_acl_create(dir, &inode->i_mode, &default_acl, &acl)",return,,[],error,[],[],high,return error under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_init_block_bitmap,181,234,ext4_init_block_bitmap#001,193,"!ext4_group_desc_csum_verify(sb, block_group, gdp)",unknown_error_like,ext4_group_desc_csum_verify,unknown,return,,"[""ext4_mark_group_bitmap_corrupted(sb, block_group, EXT4_GROUP_INFO_BBITMAP_CORRUPT | EXT4_GROUP_INFO_IBITMAP_CORRUPT)""]",-EFSBADCRC,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_init_block_bitmap,181,234,ext4_init_block_bitmap#002,202,(bit_max >> 3) >= bh->b_size,unknown_error_like,bit_max,"ext4_num_base_meta_clusters(sb, block_group)",return,,[],-EFSCORRUPTED,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_get_group_desc,247,308,ext4_get_group_desc#001,279,block_group >= ngroups,unknown_error_like,block_group,function_parameter,return,,"[""ext4_error(sb, \""block_group >= groups_count - block_group = %u,\"" \"" groups_count = %u\"", block_group, ngroups)""]",NULL,[],[],medium,return NULL under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_get_group_desc,247,308,ext4_get_group_desc#002,295,!bh_p,null_check,bh_p,"sbi_array_rcu_deref(sbi, s_group_desc, group_desc)",return,,"[""ext4_error(sb, \""Group descriptor not loaded - \"" \""block_group = %u, group_desc = %u, desc = %u\"", block_group, group_desc, offset)""]",NULL,[],[],high,return NULL under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_get_group_info,326,338,ext4_get_group_info#001,332,group >= EXT4_SB(sb)->s_groups_count,unknown_error_like,group,function_parameter,return,,[],NULL,[],[],medium,return NULL under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_validate_block_bitmap,399,450,ext4_validate_block_bitmap#003,414,!grp || EXT4_MB_GRP_BBITMAP_CORRUPT(grp),unknown_error_like,grp,"ext4_get_group_info(sb, block_group)",return,,[],-EFSCORRUPTED,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_validate_block_bitmap,399,450,ext4_validate_block_bitmap#005,420,"!ext4_block_bitmap_csum_verify(sb, desc, bh) || ext4_simulate_fail(sb, EXT4_SIM_BBITMAP_CRC)",unknown_error_like,ext4_block_bitmap_csum_verify,unknown,return,,"[""ext4_unlock_group(sb, block_group)"", ""ext4_error(sb, \""bg %u: bad block bitmap checksum\"", block_group)"", ""ext4_mark_group_bitmap_corrupted(sb, block_group, EXT4_GROUP_INFO_BBITMAP_CORRUPT)""]",-EFSBADCRC,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_validate_block_bitmap,399,450,ext4_validate_block_bitmap#006,429,blk != 0,state_or_validation_error,blk,"ext4_valid_block_bitmap(sb, desc, block_group, bh)",return,,"[""ext4_unlock_group(sb, block_group)"", ""ext4_error(sb, \""bg %u: block %llu: invalid block bitmap\"", block_group, blk)"", ""ext4_mark_group_bitmap_corrupted(sb, block_group, EXT4_GROUP_INFO_BBITMAP_CORRUPT)""]",-EFSCORRUPTED,[],[],high,negative errno return under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_validate_block_bitmap,399,450,ext4_validate_block_bitmap#007,438,blk != 0,state_or_validation_error,blk,"ext4_valid_block_bitmap_padding(sb, block_group, bh)",return,,"[""ext4_unlock_group(sb, block_group)"", ""ext4_error(sb, \""bg %u: block %llu: padding at end of block bitmap is not set\"", block_group, blk)"", ""ext4_mark_group_bitmap_corrupted(sb, block_group, EXT4_GROUP_INFO_BBITMAP_CORRUPT)""]",-EFSCORRUPTED,[],[],high,negative errno return under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#001,477,!desc,null_check,desc,"ext4_get_group_desc(sb, block_group, NULL)",return,,[],ERR_PTR(-EFSCORRUPTED),[],[],high,ERR_PTR return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#002,480,(bitmap_blk <= le32_to_cpu(sbi->s_es->s_first_data_block)) || (bitmap_blk >= ext4_blocks_count(sbi->s_es)),unknown_error_like,bitmap_blk,"ext4_block_bitmap(sb, desc)",return,,"[""ext4_error(sb, \""Invalid block bitmap block %llu in \"" \""block_group %u\"", bitmap_blk, block_group)"", ""ext4_mark_group_bitmap_corrupted(sb, block_group, EXT4_GROUP_INFO_BBITMAP_CORRUPT)""]",ERR_PTR(-EFSCORRUPTED),[],[],medium,ERR_PTR return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#003,489,!bh,null_check,bh,"sb_getblk(sb, bitmap_blk)",return,,"[""ext4_warning(sb, \""Cannot get buffer for block bitmap - \"" \""block_group = %u, block_bitmap = %llu\"", block_group, bitmap_blk)""]",ERR_PTR(-ENOMEM),[],[],high,ERR_PTR return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#004,496,ignore_locked && buffer_locked(bh),unknown_error_like,ignore_locked,function_parameter,return,,"[""put_bh(bh)""]",NULL,[],[],medium,return NULL under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#005,502,bitmap_uptodate(bh),unknown_error_like,bitmap_uptodate,unknown,goto,verify,"[""ext4_validate_block_bitmap(sb, desc, block_group, bh)"", ""put_bh(bh)""]",ERR_PTR(err),[],[],medium,"goto verify under unknown_error_like condition, final return ERR_PTR(err); resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#006,506,bitmap_uptodate(bh),unknown_error_like,bitmap_uptodate,unknown,goto,verify,"[""unlock_buffer(bh)"", ""ext4_validate_block_bitmap(sb, desc, block_group, bh)"", ""put_bh(bh)""]",ERR_PTR(err),[],[],medium,"goto verify under unknown_error_like condition, final return ERR_PTR(err); resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#008,513,block_group == 0,state_or_validation_error,block_group,"%u, block_bitmap = %llu"",",goto,out,"[""ext4_unlock_group(sb, block_group)"", ""unlock_buffer(bh)"", ""ext4_error(sb, \""Block bitmap for bg 0 marked \"" \""uninitialized\"")"", ""put_bh(bh)""]",ERR_PTR(err),[],[],medium,"goto out under state_or_validation_error condition, final return ERR_PTR(err); resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#009,522,err,ret_nonzero,err,"ext4_init_block_bitmap(sb, bh, block_group, desc)",goto,out,"[""ext4_unlock_group(sb, block_group)"", ""unlock_buffer(bh)"", ""ext4_error(sb, \""Failed to init block bitmap for group \"" \""%u: %d\"", block_group, err)"", ""put_bh(bh)""]",ERR_PTR(err),[],[],high,"goto out under ret_nonzero condition, final return ERR_PTR(err); resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#010,537,buffer_uptodate(bh),unknown_error_like,buffer_uptodate,unknown,goto,verify,"[""set_bitmap_uptodate(bh)"", ""unlock_buffer(bh)"", ""ext4_validate_block_bitmap(sb, desc, block_group, bh)"", ""put_bh(bh)""]",ERR_PTR(err),[],[],medium,"goto verify under unknown_error_like condition, final return ERR_PTR(err); resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap_nowait,452,563,ext4_read_block_bitmap_nowait#011,557,err,ret_nonzero,err,"ext4_validate_block_bitmap(sb, desc, block_group, bh)",goto,out,"[""put_bh(bh)""]",ERR_PTR(err),[],[],high,"goto out under ret_nonzero condition, final return ERR_PTR(err); resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_wait_block_bitmap,565,592,ext4_wait_block_bitmap#002,577,!desc,null_check,desc,"ext4_get_group_desc(sb, block_group, NULL)",return,,[],-EFSCORRUPTED,[],[],high,negative errno return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_wait_block_bitmap,565,592,ext4_wait_block_bitmap#003,581,!buffer_uptodate(bh),unknown_error_like,buffer_uptodate,unknown,return,,"[""ext4_error_err(sb, EIO, \""Cannot read block bitmap - \"" \""block_group = %u, block_bitmap = %llu\"", block_group, (unsigned long long) bh->b_blocknr)"", ""ext4_mark_group_bitmap_corrupted(sb, block_group, EXT4_GROUP_INFO_BBITMAP_CORRUPT)""]",-EIO,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap,594,609,ext4_read_block_bitmap#001,601,IS_ERR(bh),err_ptr_check,bh,"ext4_read_block_bitmap_nowait(sb, block_group, false)",return,,[],bh,[],[],high,return bh under err_ptr_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_read_block_bitmap,594,609,ext4_read_block_bitmap#002,604,err,ret_nonzero,err,"ext4_wait_block_bitmap(sb, block_group, bh)",return,,"[""put_bh(bh)""]",ERR_PTR(err),[],[],high,ERR_PTR return under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_claim_free_clusters,668,676,ext4_claim_free_clusters#002,671,"ext4_has_free_clusters(sbi, nclusters, flags)",unknown_error_like,ext4_has_free_clusters,unknown,return,,[],-ENOSPC,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_should_retry_alloc,678,722,ext4_should_retry_alloc#001,693,!sbi->s_journal,null_check,sbi->s_journal,unknown,return,,[],0,[],[],high,return 0 under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,test_root,833,844,test_root#003,840,(a % b) != 0,state_or_validation_error,a,function_parameter,return,,[],0,[],[],medium,return 0 under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/balloc.c,ext4_bg_has_super,846,875,ext4_bg_has_super#001,858,group == 0,state_or_validation_error,group,function_parameter,return,,[],1,[],[],medium,return 1 under state_or_validation_error condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_init_system_zone,32,38,ext4_init_system_zone#001,35,ext4_system_zone_cachep == NULL,null_check,ext4_system_zone_cachep,"KMEM_CACHE(ext4_system_zone, 0)",return,,[],-ENOMEM,[],[],high,negative errno return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,add_system_zone,64,123,add_system_zone#001,82,start_blk >= (entry->start_blk + entry->count),unknown_error_like,start_blk,function_parameter,return,,[],-EFSCORRUPTED,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,add_system_zone,64,123,add_system_zone#002,90,!new_entry,null_check,new_entry,"kmem_cache_alloc(ext4_system_zone_cachep,",return,,[],-ENOMEM,[],[],high,negative errno return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_protect_reserved_inode,147,191,ext4_protect_reserved_inode#001,157,(ino < EXT4_ROOT_INO) || (ino > le32_to_cpu(sbi->s_es->s_inodes_count)),unknown_error_like,ino,function_parameter,return,,[],-EINVAL,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_protect_reserved_inode,147,191,ext4_protect_reserved_inode#002,161,IS_ERR(inode),err_ptr_check,inode,"ext4_iget(sb, ino, EXT4_IGET_SPECIAL)",return,,[],PTR_ERR(inode),[],[],high,PTR_ERR propagation under err_ptr_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_setup_system_zone,202,271,ext4_setup_system_zone#001,221,!system_blks,null_check,system_blks,"kzalloc(sizeof(*system_blks), GFP_KERNEL)",return,,[],-ENOMEM,[],[],high,negative errno return under null_check condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_setup_system_zone,202,271,ext4_setup_system_zone#002,232,ret,ret_nonzero,ret,"add_system_zone(system_blks,",goto,err,"[""release_system_zone(system_blks)"", ""kfree(system_blks)""]",ret,"[{""var"": ""system_blks"", ""acquire_func"": ""kzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kfree""], ""acquire_line"": 220, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto err under ret_nonzero condition, final return ret; resolved label cleanup until return; resource system_blks acquired by kzalloc before path, released by kfree(system_blks) in err label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_setup_system_zone,202,271,ext4_setup_system_zone#003,238,ret,ret_nonzero,ret,"add_system_zone(system_blks,",goto,err,"[""release_system_zone(system_blks)"", ""kfree(system_blks)""]",ret,"[{""var"": ""system_blks"", ""acquire_func"": ""kzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kfree""], ""acquire_line"": 220, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto err under ret_nonzero condition, final return ret; resolved label cleanup until return; resource system_blks acquired by kzalloc before path, released by kfree(system_blks) in err label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_setup_system_zone,202,271,ext4_setup_system_zone#004,242,ret,ret_nonzero,ret,"add_system_zone(system_blks,",goto,err,"[""release_system_zone(system_blks)"", ""kfree(system_blks)""]",ret,"[{""var"": ""system_blks"", ""acquire_func"": ""kzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kfree""], ""acquire_line"": 220, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto err under ret_nonzero condition, final return ret; resolved label cleanup until return; resource system_blks acquired by kzalloc before path, released by kfree(system_blks) in err label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_setup_system_zone,202,271,ext4_setup_system_zone#005,247,ret,ret_nonzero,ret,"add_system_zone(system_blks,",goto,err,"[""release_system_zone(system_blks)"", ""kfree(system_blks)""]",ret,"[{""var"": ""system_blks"", ""acquire_func"": ""kzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kfree""], ""acquire_line"": 220, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto err under ret_nonzero condition, final return ret; resolved label cleanup until return; resource system_blks acquired by kzalloc before path, released by kfree(system_blks) in err label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_setup_system_zone,202,271,ext4_setup_system_zone#006,253,ret,ret_nonzero,ret,"ext4_protect_reserved_inode(sb, system_blks,",goto,err,"[""release_system_zone(system_blks)"", ""kfree(system_blks)""]",ret,"[{""var"": ""system_blks"", ""acquire_func"": ""kzalloc"", ""resource_type"": ""memory"", ""release_functions"": [""kfree""], ""acquire_line"": 220, ""out_resource_arg"": null, ""release_arg_index"": 0, ""release_arg_requires_address"": false, ""release_suggestion_template"": """", ""scope_cleanup_function"": """", ""scope_cleanup_decl_line"": null}]",[],high,"goto err under ret_nonzero condition, final return ret; resolved label cleanup until return; resource system_blks acquired by kzalloc before path, released by kfree(system_blks) in err label"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_sb_block_valid,295,336,ext4_sb_block_valid#002,316,system_blks == NULL,null_check,system_blks,rcu_dereference(sbi->s_system_blks),goto,out_rcu,"[""rcu_read_unlock()""]",ret,[],[],high,"goto out_rcu under null_check condition, final return ret; resolved label cleanup until return"
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/block_validity.c,ext4_check_blockref,349,370,ext4_check_blockref#002,362,"blk && unlikely(!ext4_inode_block_valid(inode, blk, 1))",unknown_error_like,blk,le32_to_cpu(*bref++),return,,"[""ext4_error_inode(inode, function, line, blk, \""invalid block\"")""]",-EFSCORRUPTED,[],[],medium,negative errno return under unknown_error_like condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/crypto.c,ext4_fname_setup_filename,22,40,ext4_fname_setup_filename#001,29,err,ret_nonzero,err,"fscrypt_setup_filename(dir, iname, lookup, &name)",return,,[],err,[],[],high,return err under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/crypto.c,ext4_fname_prepare_lookup,42,60,ext4_fname_prepare_lookup#001,49,err,ret_nonzero,err,"fscrypt_prepare_lookup(dir, dentry, &name)",return,,[],err,[],[],high,return err under ret_nonzero condition
e8f897f4afef0031fe618a8e94127a0934896aba,v6.8,fs/ext4/crypto.c,ext4_ioctl_get_encryption_pwsalt,89,130,ext4_ioctl_get_encryption_pwsalt#001,96,!ext4_has_feature_encrypt(sb),unknown_error_like,ext4_has_feature_encrypt,unknown,return,,[],-EOPNOTSUPP,[],[],medium,negative errno return under unknown_error_like condition
